ExperimentId,Proportion of Relevant complaints missed,Accuracy,"Precision (Ar I, Der, Rel)","Recall (Ar I, Der, Rel)",Features,5 most important features,Algorithm
424,0.205765407554672,0.6756164383561644,"(0.16216, 0.67296, 0.69358)","(0.03571, 0.65745, 0.79423)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType']","[(0.04066041226465345, 'Topic 49'), (0.03728700361285946, 'ruid'), (0.024593127819859076, 'Topic 34'), (0.02120128747259636, 'Topic 38'), (0.01865250989309861, 'Topic 5')]",Random Forest
425,0.5288270377733598,0.4268493150684932,"(0.11765, 0.49474, 0.62781)","(0.41667, 0.36098, 0.47117)","['num_words', 'ComplaintType']","[(0.9462917121181045, 'num_words'), (0.019544794974367948, 'ComplaintType_Sectorial'), (0.015972051586227748, 'ComplaintType_Ciudadana'), (0.007682819230034396, 'ComplaintType_Municipal'), (0.006419941949880219, 'ComplaintType_Autoridad')]",Random Forest
426,0.205765407554672,0.6756164383561644,"(0.16216, 0.67296, 0.69358)","(0.03571, 0.65745, 0.79423)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType']","[(0.04066041226465345, 'Topic 49'), (0.03728700361285946, 'ruid'), (0.024593127819859076, 'Topic 34'), (0.02120128747259636, 'Topic 38'), (0.01865250989309861, 'Topic 5')]",Random Forest
427,0.17992047713717693,0.726027397260274,"(0.29851, 0.71856, 0.75688)","(0.11905, 0.73733, 0.82008)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion']","[(0.03805955906388483, 'Topic 49'), (0.03748868352985322, 'ruid'), (0.030284868271998392, 'FacilityRegion_Region Metropolitana'), (0.023192661551579574, 'Topic 34'), (0.021403921424941994, 'Topic 5')]",Random Forest
428,0.15904572564612324,0.7561643835616438,"(0.38372, 0.74665, 0.79213)","(0.19643, 0.76959, 0.84095)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.03648186961575836, 'ruid'), (0.03232198806353898, 'Topic 49'), (0.02854799306701045, 'FacilityRegion_Region Metropolitana'), (0.0212267183451024, 'Topic 34'), (0.018893175550335137, 'Topic 5')]",Random Forest
429,0.15308151093439365,0.7572602739726028,"(0.36, 0.75883, 0.7933)","(0.21429, 0.75883, 0.84692)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'EnvironmentalTopic']","[(0.03018937648028062, 'ruid'), (0.02922528916925753, 'Topic 49'), (0.02848865409494052, 'FacilityRegion_Region Metropolitana'), (0.02134512644922326, 'x0_Ruidos'), (0.020366161305366427, 'Topic 38')]",Random Forest
430,0.16600397614314116,0.7616438356164383,"(0.37963, 0.7511, 0.80829)","(0.24405, 0.78341, 0.834)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'EnvironmentalTopic', 'num_past_sanctions']","[(0.03206888954691079, 'ruid'), (0.03092260883114777, 'FacilityRegion_Region Metropolitana'), (0.023615669595275914, 'x0_Ruidos'), (0.023595306948943205, 'Topic 49'), (0.018921328634564485, 'Topic 38')]",Random Forest
431,0.1540755467196819,0.7753424657534247,"(0.35606, 0.76479, 0.83677)","(0.27976, 0.79416, 0.84592)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'proportion_protected', 'EnvironmentalTopic', 'num_past_sanctions']","[(0.05561072380854802, 'proportion_protected'), (0.03098781817515537, 'ruid'), (0.027183821214319996, 'FacilityRegion_Region Metropolitana'), (0.02340986071739818, 'x0_Ruidos'), (0.02327522121799728, 'Topic 49')]",Random Forest
432,0.10536779324055666,0.8065753424657535,"(0.39695, 0.81761, 0.85066)","(0.30952, 0.79877, 0.89463)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'num_past_sanctions']","[(0.07054827068642941, 'proportion_urban'), (0.04410135466237951, 'proportion_protected'), (0.03048802154355178, 'Topic 49'), (0.028671484751666212, 'ruid'), (0.022484475185584697, 'FacilityRegion_Region Metropolitana')]",Random Forest
433,0.11928429423459246,0.8126027397260274,"(0.40288, 0.81476, 0.86693)","(0.33333, 0.83103, 0.88072)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions']","[(0.0670868349881888, 'proportion_urban'), (0.03984069225521582, 'proportion_protected'), (0.026824316235118974, 'Topic 49'), (0.026098894511527894, 'ruid'), (0.024451506054479974, 'x0_Ruidos')]",Random Forest
434,0.11530815109343935,0.8164383561643835,"(0.37931, 0.80981, 0.88381)","(0.32738, 0.83717, 0.88469)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions']","[(0.07074888915562029, 'facility_mentioned'), (0.043964577915536936, 'proportion_urban'), (0.036492378782703366, 'proportion_protected'), (0.03583517761754262, 'ruid'), (0.021043343824601813, 'Topic 49')]",Random Forest
435,0.1073558648111332,0.821917808219178,"(0.41791, 0.80412, 0.88735)","(0.33333, 0.83871, 0.89264)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions', 'Effect_on_Environment']","[(0.06858154675214093, 'facility_mentioned'), (0.052235895157465136, 'proportion_urban'), (0.034300480124765984, 'proportion_protected'), (0.02750715947486841, 'x0_Ruidos'), (0.024416474691268106, 'Topic 49')]",Random Forest
436,0.110337972166998,0.821917808219178,"(0.43796, 0.80981, 0.88177)","(0.35714, 0.83717, 0.88966)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions', 'Effect_on_Environment', 'Health_Impact']","[(0.06546905240803598, 'facility_mentioned'), (0.04869178441317178, 'proportion_urban'), (0.03066358301387037, 'proportion_protected'), (0.027082071979329, 'ruid'), (0.02608187468551749, 'Topic 49')]",Random Forest
437,0.11033797216699799,0.8197260273972603,"(0.39286, 0.81129, 0.88439)","(0.32738, 0.83871, 0.88966)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions', 'Effect_on_Environment', 'Health_Impact', 'Affected_population']","[(0.07875075752715216, 'facility_mentioned'), (0.04617823106429561, 'proportion_urban'), (0.0339935883388064, 'proportion_protected'), (0.027628291587562522, 'ruid'), (0.027047049121674244, 'Topic 49')]",Random Forest
438,0.11133200795228627,0.8235616438356165,"(0.42763, 0.81315, 0.89044)","(0.3869, 0.83564, 0.88867)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'natural_region', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions', 'Effect_on_Environment', 'Health_Impact', 'Affected_population']","[(0.06565310363629545, 'facility_mentioned'), (0.04496661177492554, 'proportion_urban'), (0.029369211506641447, 'ruid'), (0.02593691772957678, 'proportion_protected'), (0.02469139238071169, 'Topic 49')]",Random Forest
439,0.11133200795228627,0.8235616438356165,"(0.42763, 0.81315, 0.89044)","(0.3869, 0.83564, 0.88867)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'natural_region', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'proportion_poor_air', 'EnvironmentalTopic', 'month', 'num_past_sanctions', 'Effect_on_Environment', 'Health_Impact', 'Affected_population']","[(0.06565310363629545, 'facility_mentioned'), (0.04496661177492554, 'proportion_urban'), (0.029369211506641447, 'ruid'), (0.02593691772957678, 'proportion_protected'), (0.02469139238071169, 'Topic 49')]",Random Forest
440,0.7594433399602386,0.20931506849315068,"(0.09743, 0.0, 0.62371)","(0.83333, 0.0, 0.24056)",['ComplaintType'],"[(0.4540115634734059, 'ComplaintType_Sectorial'), (0.283814322752375, 'ComplaintType_Ciudadana'), (0.11481781035037866, 'ComplaintType_Municipal'), (0.07620903966941184, 'ComplaintType_Autoridad'), (0.07114726375442863, 'ComplaintType_Autodenuncia')]",Random Forest
441,0.205765407554672,0.6756164383561644,"(0.16216, 0.67296, 0.69358)","(0.03571, 0.65745, 0.79423)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType']","[(0.04066041226465345, 'Topic 49'), (0.03728700361285946, 'ruid'), (0.024593127819859076, 'Topic 34'), (0.02120128747259636, 'Topic 38'), (0.01865250989309861, 'Topic 5')]",Random Forest
442,0.17992047713717693,0.726027397260274,"(0.29851, 0.71856, 0.75688)","(0.11905, 0.73733, 0.82008)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion']","[(0.03805955906388483, 'Topic 49'), (0.03748868352985322, 'ruid'), (0.030284868271998392, 'FacilityRegion_Region Metropolitana'), (0.023192661551579574, 'Topic 34'), (0.021403921424941994, 'Topic 5')]",Random Forest
443,0.15904572564612324,0.7561643835616438,"(0.38372, 0.74665, 0.79213)","(0.19643, 0.76959, 0.84095)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.03648186961575836, 'ruid'), (0.03232198806353898, 'Topic 49'), (0.02854799306701045, 'FacilityRegion_Region Metropolitana'), (0.0212267183451024, 'Topic 34'), (0.018893175550335137, 'Topic 5')]",Random Forest
444,0.15308151093439365,0.7572602739726028,"(0.36, 0.75883, 0.7933)","(0.21429, 0.75883, 0.84692)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'EnvironmentalTopic']","[(0.03018937648028062, 'ruid'), (0.02922528916925753, 'Topic 49'), (0.02848865409494052, 'FacilityRegion_Region Metropolitana'), (0.02134512644922326, 'x0_Ruidos'), (0.020366161305366427, 'Topic 38')]",Random Forest
445,0.16600397614314116,0.7616438356164383,"(0.37963, 0.7511, 0.80829)","(0.24405, 0.78341, 0.834)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'EnvironmentalTopic', 'num_past_sanctions']","[(0.03206888954691079, 'ruid'), (0.03092260883114777, 'FacilityRegion_Region Metropolitana'), (0.023615669595275914, 'x0_Ruidos'), (0.023595306948943205, 'Topic 49'), (0.018921328634564485, 'Topic 38')]",Random Forest
446,0.1540755467196819,0.7753424657534247,"(0.35606, 0.76479, 0.83677)","(0.27976, 0.79416, 0.84592)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'proportion_protected', 'EnvironmentalTopic', 'num_past_sanctions']","[(0.05561072380854802, 'proportion_protected'), (0.03098781817515537, 'ruid'), (0.027183821214319996, 'FacilityRegion_Region Metropolitana'), (0.02340986071739818, 'x0_Ruidos'), (0.02327522121799728, 'Topic 49')]",Random Forest
447,0.10536779324055666,0.8065753424657535,"(0.39695, 0.81761, 0.85066)","(0.30952, 0.79877, 0.89463)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'num_past_sanctions']","[(0.07054827068642941, 'proportion_urban'), (0.04410135466237951, 'proportion_protected'), (0.03048802154355178, 'Topic 49'), (0.028671484751666212, 'ruid'), (0.022484475185584697, 'FacilityRegion_Region Metropolitana')]",Random Forest
448,0.11928429423459246,0.8126027397260274,"(0.40288, 0.81476, 0.86693)","(0.33333, 0.83103, 0.88072)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions']","[(0.0670868349881888, 'proportion_urban'), (0.03984069225521582, 'proportion_protected'), (0.026824316235118974, 'Topic 49'), (0.026098894511527894, 'ruid'), (0.024451506054479974, 'x0_Ruidos')]",Random Forest
449,0.11530815109343935,0.8164383561643835,"(0.37931, 0.80981, 0.88381)","(0.32738, 0.83717, 0.88469)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions']","[(0.07074888915562029, 'facility_mentioned'), (0.043964577915536936, 'proportion_urban'), (0.036492378782703366, 'proportion_protected'), (0.03583517761754262, 'ruid'), (0.021043343824601813, 'Topic 49')]",Random Forest
450,0.1073558648111332,0.821917808219178,"(0.41791, 0.80412, 0.88735)","(0.33333, 0.83871, 0.89264)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions', 'Effect_on_Environment']","[(0.06858154675214093, 'facility_mentioned'), (0.052235895157465136, 'proportion_urban'), (0.034300480124765984, 'proportion_protected'), (0.02750715947486841, 'x0_Ruidos'), (0.024416474691268106, 'Topic 49')]",Random Forest
451,0.110337972166998,0.821917808219178,"(0.43796, 0.80981, 0.88177)","(0.35714, 0.83717, 0.88966)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions', 'Effect_on_Environment', 'Health_Impact']","[(0.06546905240803598, 'facility_mentioned'), (0.04869178441317178, 'proportion_urban'), (0.03066358301387037, 'proportion_protected'), (0.027082071979329, 'ruid'), (0.02608187468551749, 'Topic 49')]",Random Forest
452,0.11033797216699799,0.8197260273972603,"(0.39286, 0.81129, 0.88439)","(0.32738, 0.83871, 0.88966)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions', 'Effect_on_Environment', 'Health_Impact', 'Affected_population']","[(0.07875075752715216, 'facility_mentioned'), (0.04617823106429561, 'proportion_urban'), (0.0339935883388064, 'proportion_protected'), (0.027628291587562522, 'ruid'), (0.027047049121674244, 'Topic 49')]",Random Forest
453,0.11133200795228627,0.8235616438356165,"(0.42763, 0.81315, 0.89044)","(0.3869, 0.83564, 0.88867)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'natural_region', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions', 'Effect_on_Environment', 'Health_Impact', 'Affected_population']","[(0.06565310363629545, 'facility_mentioned'), (0.04496661177492554, 'proportion_urban'), (0.029369211506641447, 'ruid'), (0.02593691772957678, 'proportion_protected'), (0.02469139238071169, 'Topic 49')]",Random Forest
454,0.11133200795228627,0.8235616438356165,"(0.42763, 0.81315, 0.89044)","(0.3869, 0.83564, 0.88867)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'natural_region', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'proportion_poor_air', 'EnvironmentalTopic', 'month', 'num_past_sanctions', 'Effect_on_Environment', 'Health_Impact', 'Affected_population']","[(0.06565310363629545, 'facility_mentioned'), (0.04496661177492554, 'proportion_urban'), (0.029369211506641447, 'ruid'), (0.02593691772957678, 'proportion_protected'), (0.02469139238071169, 'Topic 49')]",Random Forest
455,0.12409054163298305,0.8145143608857707,"(0.3871, 0.80643, 0.88521)","(0.34867, 0.83871, 0.87591)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.07228833345259016, 'facility_mentioned'), (0.04475747832701457, 'proportion_urban'), (0.0324386228848055, 'proportion_protected'), (0.028179715422166116, 'Topic 49'), (0.021294391424489686, 'x0_Ruidos')]",Random Forest
456,0.12409054163298305,0.8145143608857707,"(0.3871, 0.80643, 0.88521)","(0.34867, 0.83871, 0.87591)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.07228833345259016, 'facility_mentioned'), (0.04475747832701457, 'proportion_urban'), (0.0324386228848055, 'proportion_protected'), (0.028179715422166116, 'Topic 49'), (0.021294391424489686, 'x0_Ruidos')]",Random Forest
457,0.12409054163298305,0.8121026090769569,"(0.38859, 0.80346, 0.88161)","(0.34625, 0.83274, 0.87591)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.055790136344270304, 'facility_mentioned'), (0.0402121356283105, 'proportion_urban'), (0.03363821222486122, 'proportion_protected'), (0.026594966927120035, 'ruid'), (0.024839174102791857, 'Topic 49')]",Random Forest
=======,,,,,,,
241,0.12326043737574552,0.7934246575342466,"(0.0, 0.70136, 0.86897)","(0.0, 0.86943, 0.87674)","['facility_mentioned', 'num_past_sanctions', 'total_past_fines']","[(0.9119931336741526, 'facility_mentioned'), (0.04438285607850796, 'num_past_sanctions'), (0.04362401024733953, 'total_past_fines')]",Random Forest
>>>>>>> Stashed changes,,,,,,,
462,0.1272365805168986,0.7994520547945205,"(0.33969, 0.84974, 0.89228)","(0.52976, 0.75576, 0.87276)","['TF-IDF', 'LDA', 'RAKE', 'num_words', 'FacilityRegion', 'EnvironmentalTopic', 'natural_region', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'num_past_sanctions']","[(0.18047541995452498, 'facility_mentioned'), (0.1338568560048097, 'EnvTopic_Ruidos'), (0.13240868344900508, 'proportion_urban'), (0.08418814656114394, 'num_words'), (0.06412967413391231, 'proportion_protected')]",Random Forest
