ExperimentId,Proportion of Relevant complaints missed,Accuracy,"Precision (Ar I, Der, Rel)","Recall (Ar I, Der, Rel)",Features,5 most important features,Algorithm
112,0.1484848484848485,0.8521652563464409,"(0.81449, 0.87009, 0.88226)","(0.93851, 0.76426, 0.85152)","['RAKE', 'facility_num_inspections', 'facility_num_sanctions', 'ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'sanction_inspection_ratio', 'EnvironmentalTopic']","[(0.28696121597829993, 'num_words'), (0.12687220278031944, 'month'), (0.0747879103912062, 'Ruidos'), (0.03964199379298702, 'sanction_inspection_ratio'), (0.03850323503180445, 'FacilityRegion_Región Metropolitana')]",Random Forest
113,0.1636363636363636,0.7929318068690892,"(0.74209, 0.79228, 0.85848)","(0.89312, 0.64715, 0.83636)","['RAKE', 'facility_num_inspections', 'facility_num_sanctions', 'ComplaintType', 'num_words', 'FacilityRegion', 'FacilityEconomicSubSector', 'month', 'sanction_inspection_ratio']","[(0.3670016346593742, 'num_words'), (0.1415103282386598, 'month'), (0.049041285631725856, 'FacilityRegion_Región Metropolitana'), (0.0420062354114863, 'sanction_inspection_ratio'), (0.018764807039259937, 'FacilityEconomicSubSector_Discoteca / pub')]",Random Forest
114,0.3348484848484848,0.7546042807366851,"(0.85475, 0.73927, 0.66114)","(0.89605, 0.6982, 0.66515)","['RAKE', 'LDA']","[(0.13851820927393144, 9.0), (0.11207337415590084, 0.0), (0.09022651103459829, 10.0), (0.08925644495615995, 1.0), (0.0842881252150597, 2.0)]",Random Forest
115,0.3272727272727272,0.7720258835241414,"(0.87208, 0.75801, 0.67477)","(0.92826, 0.71021, 0.67273)","['RAKE', 'LDA', 'num_words']","[(0.12735432028767069, 7.0), (0.10132017855673464, 8.0), (0.09087650774156134, 6.0), (0.08767978881331702, 4.0), (0.08089022715094668, 2.0)]",Random Forest
116,0.1969696969696969,0.8631159780985564,"(0.87079, 0.8301, 0.89076)","(0.94729, 0.83634, 0.80303)","['ComplaintType', 'num_words', 'RAKE', 'LDA', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facilities_num_inspections', 'facilities_num_sanctions']","[(0.08281865798483265, 5.0), (0.06724039960529456, 10.0), (0.062115480018588395, 4.0), (0.05846912459597515, 2.0), (0.054662621244633475, 0.0)]",Random Forest
117,0.29696969696969705,0.7775012444001991,"(0.8954, 0.74632, 0.68135)","(0.93997, 0.68468, 0.70303)","['RAKE', 'LDA', 'num_words', 'min_num_words', 'max_num_words']","[(0.12953129792623552, 5.0), (0.09885562069753771, 7.0), (0.09130480900963273, 10.0), (0.08111104820174668, 9.0), (0.07960495249502747, 6.0)]",Random Forest
118,0.1222664015904572,0.8104109589041096,"(0.36364, 0.80982, 0.89554)","(0.40476, 0.81106, 0.87773)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions']","[(0.2824115290737498, 'num_words'), (0.11908863289014754, 'month'), (0.11119446382378896, 'facility_num_inspections'), (0.10547540377685394, 'facility_num_sanctions'), (0.067619907669412, 'Ruidos')]",Random Forest
119,0.1272365805168986,0.8071232876712329,"(0.36702, 0.80799, 0.89047)","(0.41071, 0.80799, 0.87276)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions']","[(0.28091077927007785, 'num_words'), (0.1213696140472041, 'facility_num_sanctions'), (0.11560474746820794, 'month'), (0.10757276324168556, 'facility_num_inspections'), (0.06981763278562228, 'Ruidos')]",Random Forest
120,0.1192842942345924,0.8082191780821918,"(0.36612, 0.81435, 0.88511)","(0.39881, 0.80184, 0.88072)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions']","[(0.27674218972002246, 'num_words'), (0.11873825680318834, 'month'), (0.11819172839784743, 'facility_num_sanctions'), (0.1056009706842406, 'facility_num_inspections'), (0.07291615231620466, 'Ruidos')]",Random Forest
121,0.1332007952286282,0.8284931506849315,"(0.39326, 0.81081, 0.92373)","(0.41667, 0.87558, 0.8668)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA']","[(0.11597554557937881, 'facility_num_sanctions'), (0.09981599851893601, 'facility_num_inspections'), (0.06583437276295982, 7.0), (0.05209470748548045, 4.0), (0.04588419501698647, 6.0)]",Random Forest
122,0.1332007952286282,0.8339726027397261,"(0.43243, 0.82489, 0.91886)","(0.47619, 0.87558, 0.8668)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA']","[(0.10716061674535622, 'facility_num_inspections'), (0.09753700744133853, 'facility_num_sanctions'), (0.06686123651875961, 3.0), (0.054829188620684796, 1.0), (0.04693413644641295, 0.0)]",Random Forest
123,0.1292246520874751,0.8202739726027397,"(0.36095, 0.80344, 0.91345)","(0.3631, 0.86022, 0.87078)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA']","[(0.1053998308458119, 'facility_num_inspections'), (0.10208272649178411, 'facility_num_sanctions'), (0.06932577681067936, 6.0), (0.05218063718145952, 1.0), (0.05132364212133942, 10.0)]",Random Forest
124,0.1351888667992047,0.8252054794520548,"(0.40719, 0.7933, 0.92357)","(0.40476, 0.8725, 0.86481)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA']","[(0.11073117026926987, 'facility_num_sanctions'), (0.10383130457188719, 'facility_num_inspections'), (0.07659678769978383, 9.0), (0.05840866436994904, 0.0), (0.047867156940106924, 4.0)]",Random Forest
125,0.136182902584493,0.8005479452054794,"(0.33508, 0.79638, 0.89495)","(0.38095, 0.81106, 0.86382)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'RAKE']","[(0.26842216999010593, 'num_words'), (0.11788283157518854, 'month'), (0.11352645138503074, 'facility_num_sanctions'), (0.0849730205983485, 'sanction_inspection_ratio'), (0.07187651024064017, 'facility_num_inspections')]",Random Forest
126,0.1292246520874751,0.8290410958904109,"(0.41279, 0.80512, 0.92211)","(0.42262, 0.86943, 0.87078)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE']","[(0.1059094649220222, 'facility_num_sanctions'), (0.0887118056964133, 'facility_num_inspections'), (0.07208341385734654, 5.0), (0.05076015855157614, 9.0), (0.049068526891668275, 3.0)]",Random Forest
127,0.1371769383697813,0.8301369863013699,"(0.44242, 0.79501, 0.92537)","(0.43452, 0.88172, 0.86282)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE']","[(0.08356394773131007, 'facility_num_sanctions'), (0.08101580446899154, 'facility_num_inspections'), (0.07636211814868099, 'sanction_inspection_ratio'), (0.07108409502929043, 8.0), (0.04967416334079559, 3.0)]",Random Forest
128,0.1332007952286282,0.8301369863013699,"(0.42045, 0.81286, 0.91886)","(0.44048, 0.87404, 0.8668)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE']","[(0.09817851453344431, 'facility_num_sanctions'), (0.09175514383997932, 'facility_num_inspections'), (0.06325779183592317, 6.0), (0.051321036437458285, 5.0), (0.05130610767887381, 2.0)]",Random Forest
129,0.2922465208747515,0.6701369863013699,"(0.21284, 0.79876, 0.94807)","(0.75, 0.5914, 0.70775)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE']",,SVM
130,0.9353876739562624,0.1254794520547945,"(0.09431, 0.0, 0.75581)","(0.97619, 0.0, 0.06461)","['ComplaintType', 'num_words']",,SVM
131,0.1431411530815109,0.7852054794520548,"(0.31373, 0.86051, 0.89142)","(0.57143, 0.72965, 0.85686)","['num_words', 'EnvironmentalTopic', 'FacilityRegion']",,SVM
132,0.3658051689860835,0.6460273972602739,"(0.20379, 0.55457, 0.89106)","(0.25595, 0.76498, 0.63419)","['num_words', 'month', 'ComplaintType', 'FacilityRegion']",,SVM
133,0.1739562624254473,0.7402739726027397,"(0.25, 0.842, 0.89451)","(0.58929, 0.6467, 0.82604)","['num_words', 'EnvironmentalTopic', 'FacilityRegion']",,SVM
134,0.0805168986083499,0.6493150684931507,"(0.36139, 0.80603, 0.66499)","(0.43452, 0.28725, 0.91948)","['num_words', 'EnvironmentalTopic', 'FacilityEconomicSector']",,SVM
135,0.4781312127236579,0.6115068493150685,"(0.21212, 0.65887, 0.92105)","(0.66667, 0.73579, 0.52187)","['num_words', 'EnvironmentalTopic', 'FacilityEconomicSubSector']",,SVM
136,0.9990059642147118,0.3621917808219178,"(0.1602, 0.51953, 0.5)","(0.7619, 0.8172, 0.00099)","['num_words', 'EnvironmentalTopic', 'month']",,SVM
137,0.3976143141153082,0.5041095890410959,"(0.14974, 0.73684, 0.97428)","(0.86905, 0.25806, 0.60239)","['num_words', 'EnvironmentalTopic', 'facility_num_sanctions']",,SVM
138,0.8170974155069582,0.4493150684931506,"(0.16414, 0.60599, 0.92929)","(0.77381, 0.77727, 0.1829)","['num_words', 'EnvironmentalTopic', 'facility_num_inspections']",,SVM
139,0.4214711729622266,0.6558904109589041,"(0.27473, 0.66306, 0.92235)","(0.74405, 0.75269, 0.57853)","['num_words', 'EnvironmentalTopic', 'sanction_inspection_ratio']",,SVM
140,0.147117296222664,0.7501369863013698,"(0.25714, 0.85124, 0.89749)","(0.58929, 0.63287, 0.85288)","['num_words', 'EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion']",,SVM
141,0.1441351888667992,0.7802739726027397,"(0.30599, 0.85036, 0.89687)","(0.57738, 0.71582, 0.85586)","['EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion']",,SVM
142,0.1381709741550695,0.787945205479452,"(0.31169, 0.86364, 0.89659)","(0.57143, 0.72965, 0.86183)","['EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion', 'LDA']",,SVM
143,0.1441351888667992,0.7802739726027397,"(0.30599, 0.85036, 0.89687)","(0.57738, 0.71582, 0.85586)","['EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion', 'RAKE']",,SVM
144,0.1421471172962226,0.7857534246575343,"(0.31046, 0.85612, 0.89616)","(0.56548, 0.73118, 0.85785)","['EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion', 'LDA', 'RAKE']",,SVM
145,0.1391650099403578,0.7731506849315068,"(0.18548, 0.71311, 0.8937)","(0.1369, 0.80184, 0.86083)","['ComplaintType', 'FacilityRegion', 'FacilityEconomicSector']",,SVM
146,0.1739562624254473,0.76,"(0.18868, 0.6828, 0.88972)","(0.11905, 0.82335, 0.82604)","['ComplaintType', 'FacilityRegion']",,SVM
147,0.1381709741550695,0.7890410958904109,"(0.31475, 0.86101, 0.89752)","(0.57143, 0.73272, 0.86183)","['EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion', 'LDA', 'RAKE', 'FacilityEconomicSector']",,SVM
148,0.2564612326043737,0.7479452054794521,"(0.35685, 0.69868, 0.90777)","(0.5119, 0.81567, 0.74354)","['EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion', 'LDA', 'RAKE', 'FacilityEconomicSector', 'num_words']",,SVM
149,0.1391650099403578,0.7917808219178082,"(0.31879, 0.85664, 0.90021)","(0.56548, 0.74347, 0.86083)","['EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion', 'LDA', 'RAKE', 'FacilityEconomicSector', 'quarter']",,SVM
150,0.1411530815109344,0.7890410958904109,"(0.31169, 0.86486, 0.89813)","(0.57143, 0.73733, 0.85885)","['EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion', 'LDA', 'RAKE', 'FacilityEconomicSector', 'month']",,SVM
151,0.2395626242544731,0.7353424657534247,"(0.23775, 0.84656, 0.9)","(0.57738, 0.73733, 0.76044)","['EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion', 'LDA', 'RAKE', 'FacilityEconomicSector', 'quarter', 'facility_num_inspections']",,SVM
152,0.172962226640159,0.7901369863013699,"(0.32059, 0.84343, 0.93378)","(0.64881, 0.76959, 0.82704)","['EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion', 'LDA', 'RAKE', 'FacilityEconomicSector', 'quarter', 'facility_num_sanctions']",,SVM
153,0.1351888667992047,0.7901369863013699,"(0.31373, 0.86232, 0.89969)","(0.57143, 0.73118, 0.86481)","['EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion', 'LDA', 'RAKE', 'FacilityEconomicSector', 'quarter', 'facility_mentioned']",,SVM
154,0.1699801192842942,0.7868493150684932,"(0.30499, 0.84957, 0.92881)","(0.61905, 0.76344, 0.83002)","['EnvironmentalTopic', 'sanction_inspection_ratio', 'FacilityRegion', 'LDA', 'RAKE', 'FacilityEconomicSector', 'quarter', 'facility_mentioned', 'facility_num_sanctions']",,SVM
155,0.1391650099403578,0.8241095890410959,"(0.41566, 0.79916, 0.91447)","(0.41071, 0.87404, 0.86083)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE']","[(0.12110370611809655, 'facility_num_sanctions'), (0.09105361278474165, 'facility_num_inspections'), (0.06414585007893737, 6.0), (0.05066209872869373, 5.0), (0.04492664172399488, 'Ruidos')]",Random Forest
156,0.1222664015904572,0.8268493150684931,"(0.39157, 0.80952, 0.91408)","(0.3869, 0.86175, 0.87773)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned']","[(0.08455624852981249, 'facility_num_inspections'), (0.07452851564620003, 'facility_num_sanctions'), (0.06080760204522856, 0.0), (0.05587071051447414, 4.0), (0.055395758697302705, 'facility_mentioned')]",Random Forest
157,0.1630218687872763,0.7654794520547945,"(0.27707, 0.82394, 0.8929)","(0.51786, 0.71889, 0.83698)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned']","[(0.3403712990748208, 'num_words'), (0.1487435977944014, 'facility_mentioned'), (0.08433257642221743, 'Ruidos'), (0.04078896483177845, 'FacilityRegion_Región Metropolitana'), (0.018394939507471734, 'Olores')]",Random Forest
158,0.11033797216699799,0.8021917808219178,"(0.34239, 0.81745, 0.87573)","(0.375, 0.77727, 0.88966)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_mentioned']","[(0.29072254677774345, 'num_words'), (0.13153209448428796, 'month'), (0.12675184322628208, 'facility_mentioned'), (0.07464508405505697, 'Ruidos'), (0.02992517133559602, 'FacilityRegion_Región Metropolitana')]",Random Forest
159,0.1679920477137177,0.7726027397260274,"(0.31657, 0.83513, 0.90097)","(0.6369, 0.71582, 0.83201)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_mentioned']","[(0.2679222946626315, 'num_words'), (0.12894605070428394, 'month'), (0.12888930905999638, 'sanction_inspection_ratio'), (0.08202944335686753, 'facility_mentioned'), (0.0756373814504272, 'Ruidos')]",Random Forest
160,0.1928429423459244,0.7890410958904109,"(0.33155, 0.85424, 0.94309)","(0.7381, 0.77419, 0.80716)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned']","[(0.07372071663552644, 'facility_num_sanctions'), (0.06810524502972093, 'sanction_inspection_ratio'), (0.05303917044655375, 'facility_num_inspections'), (0.05248823318322799, 8.0), (0.05164713196544915, 7.0)]",Random Forest
161,0.1212723658051689,0.8208219178082192,"(0.35897, 0.79487, 0.91417)","(0.33333, 0.85714, 0.87873)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned']","[(0.07984994378560539, 'facility_num_sanctions'), (0.0771579431255089, 'facility_num_inspections'), (0.06427546047298775, 'facility_mentioned'), (0.054375158578440975, 6.0), (0.05151830924829841, 2.0)]",Random Forest
162,0.1282306163021868,0.8169863013698628,"(0.35526, 0.82764, 0.92025)","(0.48214, 0.81874, 0.87177)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned']","[(0.12395979146893557, 'facility_num_inspections'), (0.08719902679683524, 'facility_num_sanctions'), (0.05658044377941885, 6.0), (0.046935762561254, 10.0), (0.04614561534622754, 7.0)]",Random Forest
163,0.1192842942345924,0.8252054794520548,"(0.4, 0.80115, 0.91246)","(0.38095, 0.85407, 0.88072)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned']","[(0.08350841182536878, 'facility_num_inspections'), (0.08122782493915301, 'facility_num_sanctions'), (0.05695621484445902, 'facility_mentioned'), (0.05255970380810978, 6.0), (0.0503151859726766, 'Ruidos')]",Random Forest
164,0.1242544731610338,0.8273972602739726,"(0.41463, 0.80488, 0.9139)","(0.40476, 0.86175, 0.87575)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned']","[(0.08609338948946137, 'facility_num_sanctions'), (0.07620903126243789, 'facility_num_inspections'), (0.0610319587847807, 1.0), (0.056424168815920724, 'facility_mentioned'), (0.047155888777178474, 'Ruidos')]",Random Forest
165,0.1242544731610338,0.827945205479452,"(0.41139, 0.79802, 0.91867)","(0.3869, 0.8679, 0.87575)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'natural_region', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned']","[(0.08893204976818543, 'facility_num_sanctions'), (0.07495880938626227, 'facility_num_inspections'), (0.058449337361167135, 'facility_mentioned'), (0.05614161434934079, 'Ruidos'), (0.049808962584057495, 8.0)]",Random Forest
166,0.1242544731610338,0.8235616438356165,"(0.39888, 0.80792, 0.91295)","(0.42262, 0.84639, 0.87575)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'natural_region', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned']","[(0.08070157749336251, 'facility_num_inspections'), (0.08039867543775595, 'facility_num_sanctions'), (0.057353559599592686, 5.0), (0.05197165162957274, 9.0), (0.051661562473492226, 'Ruidos')]",Random Forest
167,0.4204771371769383,0.5797260273972603,"(0.15714, 0.61925, 0.68669)","(0.2619, 0.66206, 0.57952)","['ComplaintType', 'num_words', 'TF-IDF']","[(0.3201731828784328, 'num_words'), (0.11538022640223444, 'ruid'), (0.0617484891632524, 'denunci'), (0.037712325570605915, 'efect'), (0.03404035047081513, 'ambient')]",Random Forest
168,0.1232604373757455,0.8323287671232876,"(0.43529, 0.81594, 0.91399)","(0.44048, 0.86482, 0.87674)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF']","[(0.08080994039452712, 'facility_num_inspections'), (0.07850283558737077, 'facility_num_sanctions'), (0.06931260713659673, 'facility_mentioned'), (0.04928735748534538, 'ruid'), (0.03969430359399771, 1.0)]",Random Forest
169,0.1242544731610338,0.8317808219178082,"(0.42945, 0.81349, 0.91295)","(0.41667, 0.87097, 0.87575)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF']","[(0.08050176629112725, 'facility_num_inspections'), (0.07706624446840422, 'facility_num_sanctions'), (0.06719790341235386, 'facility_mentioned'), (0.04824166155193304, 'ruid'), (0.0379422976187197, 3.0)]",Random Forest
170,0.1212723658051689,0.8334246575342465,"(0.42771, 0.81322, 0.91796)","(0.42262, 0.86943, 0.87873)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF']","[(0.08143163615415684, 'facility_num_sanctions'), (0.0805809324017796, 'facility_num_inspections'), (0.06332097258744104, 'facility_mentioned'), (0.05019201104401295, 'ruid'), (0.04364180235438544, 7.0)]",Random Forest
171,0.1262425447316103,0.8306849315068493,"(0.4104, 0.81674, 0.91658)","(0.42262, 0.86943, 0.87376)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF']","[(0.08049276240616914, 'facility_num_sanctions'), (0.08012301229304408, 'facility_num_inspections'), (0.06307043930113373, 'facility_mentioned'), (0.049703511270435076, 'ruid'), (0.037170816934843406, 5.0)]",Random Forest
172,0.1232604373757455,0.8328767123287671,"(0.43716, 0.82059, 0.91684)","(0.47619, 0.85714, 0.87674)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF']","[(0.07871123564844841, 'facility_mentioned'), (0.074738703551744, 'facility_num_sanctions'), (0.07346916919000991, 'facility_num_inspections'), (0.05884652866715124, 5.0), (0.04459752164551051, 7.0)]",Random Forest
173,0.1272365805168986,0.8213698630136986,"(0.37222, 0.80523, 0.91745)","(0.39881, 0.851, 0.87276)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'archivo1_words']","[(0.08748229182353548, 'facility_num_inspections'), (0.0794579409518321, 'facility_num_sanctions'), (0.06483282655901261, 5.0), (0.054986972027878604, 'facility_mentioned'), (0.04853658107660056, 4.0)]",Random Forest
174,0.1222664015904572,0.8306849315068493,"(0.42857, 0.80571, 0.91598)","(0.41071, 0.86636, 0.87773)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'archivo1_words']","[(0.08165591469447633, 'facility_num_sanctions'), (0.07744306640607311, 'facility_num_inspections'), (0.05984408536862831, 'facility_mentioned'), (0.0507628417537419, 'Ruidos'), (0.04737194656644677, 1.0)]",Random Forest
175,0.1232604373757455,0.8328767123287671,"(0.42683, 0.81259, 0.91684)","(0.41667, 0.8725, 0.87674)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF', 'archivo1_words']","[(0.08365814062959073, 'facility_num_inspections'), (0.07851528971239122, 'facility_num_sanctions'), (0.06493678520723664, 'facility_mentioned'), (0.04319142483871625, 'ruid'), (0.04168557411379761, 5.0)]",Random Forest
176,0.1222664015904572,0.8306849315068493,"(0.43671, 0.80342, 0.91503)","(0.41071, 0.86636, 0.87773)","['ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF']","[(0.07425418834700635, 'facility_num_sanctions'), (0.07412074446625115, 'facility_mentioned'), (0.0729494071235988, 'facility_num_inspections'), (0.040848908635599715, 'ruid'), (0.03432179090773168, 9.0)]",Random Forest
177,0.1262425447316103,0.8273972602739726,"(0.4023, 0.81187, 0.91563)","(0.41667, 0.86175, 0.87376)","['ComplaintType_archivo1', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF']","[(0.09187882328640845, 'facility_num_sanctions'), (0.06924225315192006, 'facility_num_inspections'), (0.06528233482757205, 'facility_mentioned'), (0.04444838016552168, 'ruid'), (0.034716530609909334, 2.0)]",Random Forest
178,0.1262425447316103,0.8284931506849315,"(0.41104, 0.81205, 0.91088)","(0.39881, 0.86943, 0.87376)","['ComplaintType_archivo1', 'ComplaintType', 'num_words', 'EnvironmentalTopic', 'FacilityRegion', 'FacilityEconomicSubSector', 'sanction_inspection_ratio', 'month', 'facility_num_inspections', 'facility_num_sanctions', 'LDA', 'RAKE', 'facility_mentioned', 'TF-IDF']","[(0.08196591276539995, 'facility_num_inspections'), (0.07510220722972849, 'facility_num_sanctions'), (0.05890621981836924, 'facility_mentioned'), (0.041054545643722073, 5.0), (0.038878776551079845, 'ruid')]",Random Forest
